t	rollEr	q	u
8.56965899467	70.04	70.1338365621	2.10401509686
8.57964992523	70.75	71.0644514974	2.13193354492
8.58967614174	71.58	82.782971964	2.48348915892
8.59965395927	72.46	88.1956396655	2.64586918996
8.60966515541	73.3	83.9060576328	2.51718172898
8.61964201927	74.05	75.1739234335	2.25521770301
8.62962007523	74.63	58.127555375	1.74382666125
8.63968706131	75.08	44.7005683971	1.34101705191
8.64939212799	75.48	41.2155849261	1.23646754778
8.65938901901	75.82	34.0105738135	1.0203172144
8.66942405701	76.13	30.8917614635	0.926752843906
8.68083310127	76.45	28.0479234322	0.841437702965
8.68946814537	76.81	41.6905803744	1.25071741123
8.69942593575	77.16	35.14835991	1.0544507973
8.7094180584	77.46	30.02365068	0.900709520401
8.71932005882	77.68	22.2177328325	0.666531984975
8.72933506966	77.8	11.982013998	0.35946041994
8.73941898346	77.83	2.97503534697	0.089251060409
8.74940013885	77.8	-3.00566405504	-0.0901699216511
8.75939798355	77.74	-6.00129346115	-0.180038803835
8.76940393448	77.7	-3.9976210446	-0.119928631338
8.77939414978	77.62	-8.00783542552	-0.240235062765
8.78939414024	77.51	-11.0000104904	-0.330000314713
8.79938697815	77.37	-14.0100341183	-0.420301023549
8.80932402611	77.2	-17.1076964419	-0.513230893256
8.81951999664	77.02	-17.6540329709	-0.529620989127
8.8294210434	76.82	-20.1998844153	-0.60599653246
8.83941602707	76.63	-19.0095358046	-0.570286074138
8.84939908981	76.46	-17.0288421857	-0.510865265571
8.86019611359	76.32	-12.9665362364	-0.388996087091
8.86940002441	76.19	-14.1244306289	-0.423732918868
8.87938499451	76.12	-7.01053677173	-0.210316103152
8.88927698135	76.08	-4.04367703061	-0.121310310918
8.89941096306	76.05	-2.96033690154	-0.0888101070462
8.90938711166	75.97	-8.01912673565	-0.24057380207
8.9194009304	75.88	-8.98758029571	-0.269627408871
8.9296541214	75.79	-8.77775514475	-0.263332654342
8.93939805031	75.72	-7.18396045903	-0.215518813771
8.94938492775	75.62	-10.0131398014	-0.300394194041
8.95939898491	75.47	-14.9789438598	-0.449368315795
8.96935200691	75.28	-19.0896794903	-0.572690384708
8.97944307327	75.07	-20.8104864737	-0.624314594211
8.98941397667	74.84	-23.0671174769	-0.692013524306
8.99946904182	74.58	-25.8576146441	-0.775728439323
9.0094461441	74.32	-26.0596707052	-0.781790121156
9.01942110062	74.1	-22.0552339978	-0.661657019934
9.0294239521	73.86	-23.993158384	-0.719794751519
9.03942799568	73.59	-26.9890867493	-0.809672602479
9.04939603806	73.25	-34.1090042814	-1.02327012844
9.05935692787	72.85	-40.1570549798	-1.20471164939
9.06942915916	72.36	-48.6486048383	-1.45945814515
9.07967615128	71.77	-57.577871984	-1.72733615952
9.08972001076	71.05	-71.6855907138	-2.15056772141
9.09969711304	70.16	-89.2042574139	-2.67612772242
9.10967302322	69.19	-97.2342354572	-2.91702706372
9.11986398697	68.22	-95.1823619689	-2.85547085907
9.1296710968	67.23	-100.947171683	-3.02841515048
9.13972115517	66.16	-106.46704339	-3.19401130169
9.14969611168	65.05	-111.278680625	-3.33836041876
9.15969109535	63.94	-111.055709174	-3.33167127523
9.16968297958	62.83	-111.0901582	-3.332704746
9.17968702316	61.71	-111.954730219	-3.35864190658
9.18970394135	60.56	-114.805769505	-3.44417308516
9.19994497299	59.38	-115.222766681	-3.45668300042
9.20974493027	58.15	-125.510751265	-3.76532253795
9.21973705292	56.91	-124.097756144	-3.72293268432
9.22972297668	55.66	-125.176200936	-3.75528602808
9.23972296715	54.38	-128.00012207	-3.84000366211
9.24971294403	53.05	-133.133441207	-3.9940032362
9.25971913338	51.63	-141.912165646	-4.25736496938
9.26972913742	50.14	-148.851088722	-4.46553266166
9.27969503403	48.63	-151.516723445	-4.54550170335
9.28976202011	47.24	-138.075089049	-4.14225267147
9.29959392548	45.9	-136.290978224	-4.08872934672
9.30967903137	44.58	-130.88608227	-3.92658246809
9.31971406937	43.19	-138.514672369	-4.15544017106
9.32971596718	41.8	-138.97362542	-4.1692087626
9.33970093727	40.46	-134.201703916	-4.02605111748
9.34972000122	39.17	-128.754542988	-3.86263628965
9.35969901085	37.93	-124.260828097	-3.72782484291
9.36968111992	36.72	-121.216868253	-3.63650604758
9.37964916229	35.56	-116.37189696	-3.4911569088
9.38970112801	34.42	-113.410653447	-3.40231960342
9.39970207214	33.26	-115.989049038	-3.47967147114
9.40970110893	32.1	-116.011174325	-3.48033522974
